,,,,camas_habilitadas,camas_habilitadas,camas_habilitadas,ingresos_nuevos,ingresos_nuevos,ingresos_nuevos,ingresos_nuevos,hospitalizados,hospitalizados,hospitalizados,egresos_vivos,egresos_vivos,egresos_vivos,defunciones,defunciones,defunciones,defunciones
,,,,internacion,uti,uci,emergencias,internacion,uti,uci,internacion,uti,uci,internacion,uti,uci,emergencias,internacion,uti,uci
departamento,cod_establ,fecha,reporte_diario,,,,,,,,,,,,,,,,,
chuquisaca,100068.0,2022-01-30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-01-31,True,16,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-01,True,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-02,True,16,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-03,True,16,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-04,True,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-06,True,16,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-08,True,16,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-09,True,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-10,True,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-14,True,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-15,True,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-16,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-17,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-18,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-21,True,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-24,True,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-25,True,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-26,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
chuquisaca,100068.0,2022-02-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-02-28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-01,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-02,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-03,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-08,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-09,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-11,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-14,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-16,True,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-18,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-22,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-23,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-24,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-30,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-03-31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-01,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-04,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-09,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-11,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-12,True,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-13,True,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-14,True,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-17,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-18,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-19,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-20,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-21,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-22,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-26,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-27,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-28,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-04-29,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-03,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-06,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-07,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-08,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-09,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-10,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-11,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-12,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-16,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-18,True,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100068.0,2022-05-21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-08,True,8,0,2,0,4,0,0,8,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-09,True,8,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-10,True,8,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-11,True,16,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-12,True,14,0,2,0,1,0,1,6,0,1,4,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-13,True,14,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,1
chuquisaca,100069.0,2021-05-14,True,14,0,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-15,True,14,0,2,0,0,0,1,6,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-20,True,14,0,2,0,1,0,0,4,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-21,True,14,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-22,True,14,0,2,0,0,0,0,3,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-24,True,14,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-25,True,14,0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-26,True,14,0,2,0,3,0,0,3,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-27,True,14,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-29,True,14,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-30,True,14,0,2,0,1,0,0,5,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-05-31,True,14,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,1
chuquisaca,100069.0,2021-06-02,True,14,0,2,0,0,0,0,3,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-06-03,True,14,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,1
chuquisaca,100069.0,2021-06-06,True,14,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-06-12,True,14,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-06-29,True,14,0,2,0,1,0,0,7,0,1,0,0,0,0,1,0,0
chuquisaca,100069.0,2021-06-30,True,14,0,2,0,1,0,0,7,0,1,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-03,True,14,0,2,0,1,0,0,6,0,1,2,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-06,True,14,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-08,True,14,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-10,True,14,0,2,0,0,0,0,4,0,2,0,0,0,0,1,0,0
chuquisaca,100069.0,2021-07-11,True,14,0,2,0,2,0,0,5,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-12,True,14,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-14,True,14,0,3,0,0,0,0,4,0,3,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-17,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-18,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-19,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-20,True,14,0,2,0,1,0,0,3,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-21,True,14,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-22,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-24,True,14,0,2,0,1,0,0,4,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-30,True,14,0,2,0,1,0,0,3,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-07-31,True,14,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-01,True,14,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-02,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-03,True,14,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-04,True,14,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-05,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-06,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-07,True,14,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-08,True,14,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-09,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-10,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-11,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-12,True,14,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-13,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-14,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-15,True,14,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-17,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-18,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-28,True,14,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-08-31,True,14,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-01,True,14,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-02,True,14,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,1
chuquisaca,100069.0,2021-09-03,True,14,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-06,True,14,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-08,True,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-11,True,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-13,True,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-14,True,14,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chuquisaca,100069.0,2021-09-16,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-17,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-21,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-22,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-23,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-27,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-29,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-09-30,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-05,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-06,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-07,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-08,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-09,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-10,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-12,True,14,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-13,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-14,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-16,True,14,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-17,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-18,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-19,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-20,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-21,True,14,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-22,True,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-23,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-24,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-25,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-26,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-28,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-29,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-10-30,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-01,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-02,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-03,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-04,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-05,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-09,True,14,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-13,True,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-14,True,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-15,True,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-16,True,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-17,True,14,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-19,True,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-26,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-27,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-28,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-29,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-11-30,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-01,True,14,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-02,True,14,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-03,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-04,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-05,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-06,True,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-07,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-08,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-09,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-10,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-11,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-13,True,14,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-14,True,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-15,True,14,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-16,True,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-17,True,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-18,True,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-19,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chuquisaca,100069.0,2021-12-20,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-21,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-22,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-23,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-24,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-28,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-29,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2021-12-31,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-01,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-02,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-03,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-04,True,14,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-05,True,14,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-06,True,14,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-07,True,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-08,True,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-09,True,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-10,True,14,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-11,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-12,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-13,True,14,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-14,True,14,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-15,True,14,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-16,True,14,0,2,0,3,0,0,5,0,1,2,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-17,True,14,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-18,True,14,0,2,0,1,0,0,3,0,1,3,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-21,True,14,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-22,True,14,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1
chuquisaca,100069.0,2022-01-23,True,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-24,True,14,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-25,True,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-26,True,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-27,True,14,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-28,True,14,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-30,True,14,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0
chuquisaca,100069.0,2022-01-31,True,14,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
chuquisaca,100069.0,2022-02-02,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-02-04,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuquisaca,100069.0,2022-02-05,True,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
